Unit #NM000000T;Service #ME000002A;Cust #LS0000070O;-;7.375
Module #CE100000E;Service #DU000003B;Cust #RT0000121A;-;7.066
Plant #JA200000I;Junction #MM00003K;Service #HM000007G;-;3.472
Unit #NM000000T;Service #ME000002A;Cust #KP0000080K;-;8.135
Unit #NM000000T;Service #ME000002A;Cust #ME0000079A;-;8.698
Plant #JA200000I;Service #TI000055L;Cust #YV0002083C;-;6.727
Module #CE100000E;Service #DU000003B;Cust #RR0000119K;-;6.758
Plant #JA200000I;Service #VB000054L;Cust #UI0002075Q;-;9.577
Plant #JA200000I;Service #SP000070F;Cust #WO0002766O;-;6.61
Plant #JA200000I;Junction #BZ00005N;Service #ZB000021C;-;3.914
Module #CE100000E;Service #DU000003B;Cust #OP0000115G;-;6.585
Module #CE100000E;Service #DU000003B;Cust #MM0000127N;-;7.211
Plant #JA200000I;Junction #SE00010S;Service #OJ000086B;-;6.9
Plant #JA200000I;Service #CJ000080R;Cust #VT0003173A;-;7.61
Unit #NM000000T;Service #YM000001B;Cust #UF0000063X;-;9.39
Unit #NM000000T;Service #ME000002A;Cust #EI0000078L;-;9.855
Plant #JA200000I;Junction #KT00006W;Service #BM000032U;-;4.386
Unit #NM000000T;Service #YM000001B;Cust #JV0000001C;-;9.82
Module #CE100000E;Service #DU000003B;Cust #RQ0000104E;-;8.856
Module #CE100000E;Service #DU000003B;Cust #XC0000084V;-;8.079
Module #CE100000E;Service #DU000003B;Cust #QO0000083P;-;15.082
Plant #JA200000I;Junction #MM00003K;Service #KR000006F;-;3.178
Plant #JA200000I;Service #BU000031Y;Cust #KA0001232Q;-;9.882
Module #CE100000E;Service #DU000003B;Cust #EA0000091K;-;13.744
Module #CE100000E;Service #DU000003B;Cust #GI0000108N;-;6.74
Unit #NM000000T;Service #ME000002A;Cust #PE0000076R;-;6.344
Plant #JA200000I;Service #JV000053R;Cust #CE0002069N;-;17.978
Plant #JA200000I;Junction #YN00009P;Service #KY000059T;-;2.828
Plant #JA200000I;Junction #SE00010S;Service #CG000104Z;-;3.481
Unit #NM000000T;Service #YM000001B;Cust #QR0000054T;-;6.341
Plant #JA200000I;Junction #YN00009P;Service #OS000071T;-;3.964
Unit #NM000000T;Service #YM000001B;Cust #HK0000011X;-;7.953
Plant #JA200000I;Junction #MN00007H;Service #TL000035A;-;3.729
Plant #JA200000I;Junction #YN00009P;Service #WX000084J;-;2.907
Plant #JA200000I;Service #TL000035A;Cust #VC0001407M;-;9.051
Plant #JA200000I;Junction #MM00003K;Service #ZC000014H;-;4.185
Unit #NM000000T;Service #YM000001B;Cust #QA0000039K;-;8.069
Plant #JA200000I;Service #JV000053R;Cust #MR0002070J;-;6.82
Plant #JA200000I;Service #ZB000021C;Cust #FE0000887I;-;6.514
Plant #JA200000I;Service #GH000017K;Cust #UG0000666W;-;7.266
Plant #JA200000I;Service #VB000054L;Cust #LJ0002076F;-;8.364
Module #CE100000E;Service #DU000003B;Cust #PB0000098M;-;8.031
Plant #JA200000I;Service #UN000105L;Cust #ZR0004066D;-;8.713
Plant #JA200000I;Junction #YN00009P;Service #KZ000075M;-;2.913
Plant #JA200000I;Service #KR000006F;Cust #CC0000256Z;-;17.08
Plant #JA200000I;Service #HM000007G;Cust #XD0000262A;-;8.876
Plant #JA200000I;Service #GH000017K;Cust #YE0000662I;-;9.646
Plant #JA200000I;Junction #MN00007H;Service #QX000044B;-;3.555
Plant #JA200000I;Service #RS000038B;Cust #CO0001574S;-;8.802
Plant #JA200000I;Junction #BZ00005N;Service #NG000025B;-;3.199
Plant #JA200000I;Service #BM000032U;Cust #QA0001238O;-;19.47
Module #CE100000E;Service #DU000003B;Cust #FE0000123Y;-;9.339
Module #CE100000E;Service #DU000003B;Cust #BR0000089I;-;6.312
Plant #JA200000I;Junction #YN00009P;Service #ZM000064F;-;3.412
Plant #JA200000I;Service #DC000029A;Cust #LA0001207D;-;8.223
Module #CE100000E;Service #DU000003B;Cust #UB0000109F;-;6.599
Plant #JA200000I;Service #NW000041U;Cust #ZX0001678Y;-;7.718
Module #CE100000E;Service #DU000003B;Cust #PB0000125F;-;9.011
Plant #JA200000I;Service #HM000007G;Cust #MB0000261J;-;7.129
Plant #JA200000I;Junction #SE00010S;Service #JB000098J;-;3.514
Plant #JA200000I;Service #ZC000014H;Cust #YV0000541Z;-;9.293
Module #CE100000E;Service #DU000003B;Cust #DN0000100I;-;17.29
Plant #JA200000I;Service #ZC000014H;Cust #SF0000546K;-;8.672
Plant #JA200000I;Junction #MM00003K;Service #RL000009I;-;4.224
Plant #JA200000I;Junction #YN00009P;Service #ZA000062U;-;6.142
Unit #NM000000T;Service #ME000002A;Cust #SG0000071Z;-;6.929
Unit #NM000000T;Service #YM000001B;Cust #DV0000066R;-;8.316
Plant #JA200000I;Junction #BZ00005N;Service #ZA000028I;-;3.967
Plant #JA200000I;Service #GH000017K;Cust #RC0000725H;-;9.721
Plant #JA200000I;Service #BU000031Y;Cust #IC0001233C;-;9.87
Module #CE100000E;Service #DU000003B;Cust #XJ0000088I;-;19.554
Unit #NM000000T;Service #ME000002A;Cust #CR0000075R;-;7.266
Plant #JA200000I;Service #CG000104Z;Cust #ZU0004057B;-;6.621
Plant #JA200000I;Service #CR000033J;Cust #QI0001329R;-;9.802
Plant #JA200000I;Service #BU000031Y;Cust #PR0001231R;-;7.724
Plant #JA200000I;Service #GH000017K;Cust #OA0000683A;-;9.272
Unit #NM000000T;Service #YM000001B;Cust #EY0000019K;-;17.692
Unit #NM000000T;Service #YM000001B;Cust #QI0000017A;-;7.856
Plant #JA200000I;Service #JV000053R;Cust #VM0002073X;-;9.883
Plant #JA200000I;Service #YW000013G;Cust #YT0000524F;-;9.436
Plant #JA200000I;Service #GH000017K;Cust #XK0000728D;-;7.18
Plant #JA200000I;Service #GH000017K;Cust #CS0000700B;-;9.248
Unit #NM000000T;Service #ME000002A;Cust #IF0000082L;-;12.748
Module #CE100000E;Service #DU000003B;Cust #YD0000099B;-;8.415
Plant #JA200000I;Service #RS000038B;Cust #EX0001550G;-;6.632
Unit #NM000000T;Service #YM000001B;Cust #HI0000016J;-;8.732
Module #CE100000E;Service #DU000003B;Cust #PW0000086D;-;12.868
Plant #JA200000I;Junction #SE00010S;Service #UR000106J;-;3.486
Unit #NM000000T;Service #YM000001B;Cust #LE0000034F;-;8.716
Plant #JA200000I;Junction #KT00006W;Service #QW000030H;-;3.93
Unit #NM000000T;Service #YM000001B;Cust #KW0000051N;-;8.223
Plant #JA200000I;Junction #MN00007H;Service #TY000048W;-;4.115
Module #CE100000E;Service #DU000003B;Cust #OU0000112Q;-;8.24
Plant #JA200000I;Service #TI000055L;Cust #NO0002126A;-;15.448
Plant #JA200000I;Service #BU000031Y;Cust #EY0001234J;-;18.624
Module #CE100000E;Service #DU000003B;Cust #XQ0000120R;-;8.562
Plant #JA200000I;Junction #MN00007H;Service #AI000047N;-;3.741
Unit #NM000000T;Service #YM000001B;Cust #RW0000057N;-;8.951
Plant #JA200000I;Service #DC000029A;Cust #QP0001210S;-;6.87
Plant #JA200000I;Service #QW000030H;Cust #BG0001215K;-;6.372
Plant #JA200000I;Junction #MM00003K;Service #ZF000011T;-;2.973
Plant #JA200000I;Service #GH000017K;Cust #JC0000714Q;-;9.471
Plant #JA200000I;Service #UR000106J;Cust #WF0004116U;-;7.511
Plant #JA200000I;Service #CS000022E;Cust #BA0000948Q;-;8.847
Plant #JA200000I;Service #VB000054L;Cust #FC0002078J;-;9.67
Unit #NM000000T;Service #YM000001B;Cust #DV0000049B;-;17.686
Plant #JA200000I;Service #VB000054L;Cust #QJ0002077Q;-;7.746
Plant #JA200000I;Service #GH000017K;Cust #OP0000706B;-;7.33
Plant #JA200000I;Junction #MM00003K;Service #RR000012E;-;2.854
Plant #JA200000I;Service #BM000032U;Cust #ZW0001268E;-;8.204
Plant #JA200000I;Service #QW000030H;Cust #YZ0001221C;-;8.777
Plant #JA200000I;Service #CR000033J;Cust #PW0001272Q;-;8.444
Plant #JA200000I;Service #SO000101T;Cust #US0003939O;-;6.581
Plant #JA200000I;Service #LA000051V;Cust #HN0001989M;-;7.551
Plant #JA200000I;Service #JV000053R;Cust #ET0002074R;-;8.188
Plant #JA200000I;Service #EL000019K;Cust #MK0000744N;-;7.63
Plant #JA200000I;Junction #BZ00005N;Service #MQ000018K;-;3.336
Plant #JA200000I;Service #MQ000018K;Cust #QB0000734M;-;9.363
Plant #JA200000I;Service #TI000055L;Cust #DH0002124G;-;7.088
Module #CE100000E;Service #DU000003B;Cust #AG0000106K;-;16.97
Plant #JA200000I;Service #EL000019K;Cust #PN0000763D;-;6.883
Plant #JA200000I;Junction #BZ00005N;Service #NV000027T;-;3.707
Plant #JA200000I;Service #UR000106J;Cust #OT0004119B;-;8.347
Plant #JA200000I;Service #NV000027T;Cust #PC0001167I;-;9.396
Module #CE100000E;Service #DU000003B;Cust #OA0000110K;-;9.477
Plant #JA200000I;Service #TI000055L;Cust #IH0002080X;-;15.902
Plant #JA200000I;Service #ZB000021C;Cust #BS0000891X;-;8.035
Plant #JA200000I;Service #RL000009I;Cust #XF0000309B;-;9.049
Plant #JA200000I;Service #ZA000028I;Cust #OD0001168A;-;8.459
Unit #NM000000T;Service #YM000001B;Cust #SF0000069T;-;6.99
Plant #JA200000I;Service #CR000033J;Cust #QZ0001325Z;-;14.076
Plant #JA200000I;Service #CR000033J;Cust #OB0001299H;-;8.251
Plant #JA200000I;Service #CR000033J;Cust #VE0001277K;-;9.85
Plant #JA200000I;Service #TI000055L;Cust #KQ0002084O;-;6.541
Module #CE100000E;Service #DU000003B;Cust #XW0000087N;-;8.396
Plant #JA200000I;Service #AO000096U;Cust #NS0003755O;-;8.408
Plant #JA200000I;Service #TI000055L;Cust #WN0002086Y;-;9.272
Plant #JA200000I;Junction #MM00003K;Service #HO000008Z;-;4.383
Plant #JA200000I;Junction #YN00009P;Service #LP000057W;-;2.879
Plant #JA200000I;Service #CJ000080R;Cust #SX0003195Q;-;8.165
Plant #JA200000I;Service #GH000017K;Cust #IA0000667J;-;14.79
Unit #NM000000T;Service #YM000001B;Cust #PM0000003E;-;9.421
Plant #JA200000I;Junction #MM00003K;Service #MJ000016B;-;2.852
Plant #JA200000I;Service #GH000017K;Cust #KV0000708R;-;9.598
Plant #JA200000I;Service #CR000033J;Cust #SV0001340Q;-;7.373
Unit #NM000000T;Service #YM000001B;Cust #AW0000048F;-;8.306
Unit #NM000000T;Service #YM000001B;Cust #LT0000052F;-;6.56
Plant #JA200000I;Service #TI000055L;Cust #HF0002105D;-;6.579
Plant #JA200000I;Junction #SE00010S;Service #OR000107L;-;6.832
Plant #JA200000I;Junction #YN00009P;Service #BQ000073V;-;3.454
Plant #JA200000I;Junction #MN00007H;Service #WG000043P;-;3.612
Plant #JA200000I;Service #HK000066Q;Cust #KA0002611D;-;9.627
Module #CE100000E;Service #DU000003B;Cust #AG0000096K;-;17.858
Plant #JA200000I;Service #GH000017K;Cust #SO0000685U;-;8.48
Plant #JA200000I;Service #QW000030H;Cust #OC0001222M;-;8.171
Module #CE100000E;Service #DU000003B;Cust #JM0000122P;-;9.356
Plant #JA200000I;Service #QW000030H;Cust #GE0001212C;-;7.358
Plant #JA200000I;Service #CR000033J;Cust #QS0001274E;-;6.865
Plant #JA200000I;Service #TI000055L;Cust #BR0002106X;-;7.455
Unit #NM000000T;Service #YM000001B;Cust #AB0000056O;-;7.881
Plant #JA200000I;Service #TI000055L;Cust #TR0002085O;-;8.712
Plant #JA200000I;Junction #MM00003K;Service #EI000005S;-;4.321
Plant #JA200000I;Junction #SE00010S;Service #CQ000110R;-;3.493
Module #CE100000E;Service #DU000003B;Cust #MW0000097I;-;7.052
Module #CE100000E;Service #DU000003B;Cust #MO0000090A;-;6.684
Module #CE100000E;Service #DU000003B;Cust #UI0000103N;-;9.146
Plant #JA200000I;Service #GH000017K;Cust #WU0000704S;-;6.47
Module #CE100000E;Service #DU000003B;Cust #HE0000105O;-;7.903
Plant #JA200000I;Service #KR000006F;Cust #AV0000230R;-;8.77
Plant #JA200000I;Junction #BZ00005N;Service #BF000020F;-;3.763
Plant #JA200000I;Junction #MM00003K;Service #YW000010G;-;3.684
Plant #JA200000I;Service #SO000101T;Cust #JD0003948A;-;6.323
Module #CE100000E;Service #DU000003B;Cust #LM0000116M;-;9.742
Plant #JA200000I;Junction #YN00009P;Service #OI000072I;-;3.245
Plant #JA200000I;Service #GH000017K;Cust #LO0000707B;-;9.822
Plant #JA200000I;Service #WG000043P;Cust #JU0001730Z;-;6.392
Plant #JA200000I;Service #TI000055L;Cust #GO0002091B;-;7.808
Module #CE100000E;Service #DU000003B;Cust #SW0000093Y;-;9.689
Plant #JA200000I;Service #KR000006F;Cust #RR0000224O;-;19.2
Plant #JA200000I;Junction #SE00010S;Service #GW000092P;-;3.738
Module #CE100000E;Service #DU000003B;Cust #YP0000094U;-;6.656
Plant #JA200000I;Service #ZA000028I;Cust #TZ0001173V;-;9.801
Plant #JA200000I;Service #HM000007G;Cust #AU0000267A;-;9.591
Module #CE100000E;Service #DU000003B;Cust #TY0000117N;-;9.303
Module #CE100000E;Service #DU000003B;Cust #CD0000092V;-;8.115
Plant #JA200000I;Service #YW000010G;Cust #KD0000376K;-;9.288
Plant #JA200000I;Service #GH000017K;Cust #BG0000730L;-;9.54
Plant #JA200000I;Service #TI000055L;Cust #GS0002111Y;-;9.475
Plant #JA200000I;Junction #MN00007H;Service #LM000036P;-;3.724
Unit #NM000000T;Service #YM000001B;Cust #XQ0000022Q;-;8.624
Unit #NM000000T;Service #YM000001B;Cust #UB0000035Y;-;6.933
Module #CE100000E;Service #DU000003B;Cust #RL0000113Y;-;6.851
Plant #JA200000I;Junction #BZ00005N;Service #RI000023B;-;3.826
Plant #JA200000I;Service #BM000032U;Cust #MA0001256V;-;9.503
Plant #JA200000I;Junction #YN00009P;Service #WM000085Z;-;4.005
Plant #JA200000I;Service #TI000055L;Cust #XD0002110L;-;17.598
Plant #JA200000I;Junction #SE00010S;Service #HV000091Y;-;4.338
Plant #JA200000I;Service #GH000017K;Cust #LT0000682H;-;8.6
Plant #JA200000I;Service #GH000017K;Cust #VF0000703S;-;15.454
Plant #JA200000I;Service #TI000055L;Cust #XB0002099I;-;9.745
Unit #NM000000T;Service #YM000001B;Cust #VQ0000031I;-;8.052
Plant #JA200000I;Junction #YN00009P;Service #EK000060W;-;6.088
Plant #JA200000I;Service #GH000017K;Cust #TB0000677G;-;6.874
Plant #JA200000I;Service #KY000059T;Cust #GW0002293A;-;9.011
Plant #JA200000I;Junction #MN00007H;Service #PV000039Q;-;4.4
Plant #JA200000I;Junction #SE00010S;Service #VP000097B;-;2.992
Plant #JA200000I;Service #OR000107L;Cust #CU0004136B;-;9.335
Plant #JA200000I;Service #DC000029A;Cust #MJ0001206A;-;6.54
Plant #JA200000I;Service #VP000076J;Cust #WR0002986C;-;9.092
Plant #JA200000I;Service #WG000043P;Cust #XC0001725E;-;15.23
Plant #JA200000I;Service #WM000085Z;Cust #WS0003402X;-;6.891
Plant #JA200000I;Service #CR000033J;Cust #DQ0001312F;-;9.319
Unit #NM000000T;Service #YM000001B;Cust #CP0000020P;-;9.567
Plant #JA200000I;Junction #SE00010S;Service #YT000100X;-;2.834
Plant #JA200000I;Service #PV000039Q;Cust #HE0001600X;-;16.978
Plant #JA200000I;Service #TI000055L;Cust #LN0002081O;-;8.533
Plant #JA200000I;Service #TI000055L;Cust #GB0002094B;-;9.759
Unit #NM000000T;Service #YM000001B;Cust #PS0000029H;-;9.011
Plant #JA200000I;Junction #YN00009P;Service #BP000065G;-;2.841
Plant #JA200000I;Service #BM000032U;Cust #MG0001237B;-;7.406
Plant #JA200000I;Service #OR000107L;Cust #NU0004135Z;-;8.519
Plant #JA200000I;Service #BM000032U;Cust #BR0001260L;-;8.78
Unit #NM000000T;Service #YM000001B;Cust #HE0000045Y;-;8.152
Plant #JA200000I;Service #GH000017K;Cust #MV0000715K;-;9.674
Plant #JA200000I;Service #CQ000110R;Cust #ML0004258N;-;19.416
Plant #JA200000I;Service #GH000017K;Cust #MC0000711I;-;14.0
Plant #JA200000I;Service #TI000055L;Cust #GM0002114R;-;7.52
Plant #JA200000I;Junction #SE00010S;Service #NR000112K;-;3.641
Plant #JA200000I;Junction #SE00010S;Service #ID000111D;-;4.087
Unit #NM000000T;Service #YM000001B;Cust #FO0000067Y;-;8.308
Plant #JA200000I;Service #TI000055L;Cust #JI0002095J;-;7.897
Plant #JA200000I;Service #GH000017K;Cust #JS0000721E;-;9.491
Plant #JA200000I;Service #TI000055L;Cust #TS0002122K;-;9.837
Unit #NM000000T;Service #YM000001B;Cust #GW0000059L;-;9.07
Plant #JA200000I;Service #GH000017K;Cust #QB0000674F;-;7.842
Plant #JA200000I;Service #RI000023B;Cust #NR0001014U;-;7.76
Plant #JA200000I;Service #WM000085Z;Cust #FG0003457G;-;15.31
Plant #JA200000I;Service #TI000055L;Cust #KX0002082T;-;6.31
Unit #NM000000T;Service #YM000001B;Cust #HA0000008O;-;6.641
Unit #NM000000T;Service #YM000001B;Cust #PH0000015E;-;6.343
Plant #JA200000I;Service #HO000008Z;Cust #PX0000301H;-;14.862
Plant #JA200000I;Service #TI000055L;Cust #KB0002115B;-;6.505
Plant #JA200000I;Service #JB000098J;Cust #RP0003826F;-;7.419
Plant #JA200000I;Service #HO000008Z;Cust #EL0000287E;-;7.314
Plant #JA200000I;Service #EL000019K;Cust #TA0000771X;-;9.242
Plant #JA200000I;Service #NW000041U;Cust #RZ0001677N;-;8.425
Plant #JA200000I;Service #QW000030H;Cust #CI0001225Q;-;8.818
Plant #JA200000I;Service #NW000041U;Cust #MM0001673T;-;6.519
Unit #NM000000T;Service #YM000001B;Cust #EZ0000007D;-;6.385
Unit #NM000000T;Service #YM000001B;Cust #LC0000064U;-;15.672
Unit #NM000000T;Service #YM000001B;Cust #DM0000012T;-;6.323
Plant #JA200000I;Service #GH000017K;Cust #SU0000692F;-;9.602
Plant #JA200000I;Service #ZA000028I;Cust #FK0001178T;-;6.576
Plant #JA200000I;Service #GH000017K;Cust #HH0000658J;-;7.001
Plant #JA200000I;Service #GH000017K;Cust #JJ0000687B;-;6.976
Plant #JA200000I;Service #RS000038B;Cust #WL0001571E;-;6.515
Unit #NM000000T;Service #YM000001B;Cust #WL0000027G;-;7.584
Plant #JA200000I;Service #TI000055L;Cust #XX0002093M;-;7.919
Unit #NM000000T;Service #YM000001B;Cust #OT0000042Z;-;9.424
Plant #JA200000I;Service #GH000017K;Cust #TQ0000681E;-;7.759
Unit #NM000000T;Service #YM000001B;Cust #RB0000044N;-;6.335
Plant #JA200000I;Service #EK000060W;Cust #TK0002311Q;-;18.222
Unit #NM000000T;Service #YM000001B;Cust #KJ0000036K;-;7.317
Plant #JA200000I;Service #NR000112K;Cust #BT0004357B;-;7.394
Plant #JA200000I;Service #ZC000014H;Cust #OO0000535X;-;8.938
Plant #JA200000I;Service #TI000055L;Cust #OU0002127W;-;8.286
Plant #JA200000I;Junction #SE00010S;Service #RO000089T;-;4.235
Unit #NM000000T;Service #YM000001B;Cust #GI0000065R;-;8.603
Plant #JA200000I;Service #ZM000064F;Cust #CR0002500F;-;8.008
Plant #JA200000I;Service #RS000038B;Cust #ZO0001532P;-;7.667
Plant #JA200000I;Service #OY000103K;Cust #JH0004021Y;-;8.257
Plant #JA200000I;Service #ZC000014H;Cust #WD0000537X;-;9.568
Plant #JA200000I;Service #TL000035A;Cust #GE0001419W;-;6.809
Plant #JA200000I;Service #BM000032U;Cust #AY0001236D;-;8.231
Plant #JA200000I;Service #SP000070F;Cust #MP0002764F;-;9.091
Plant #JA200000I;Service #RR000012E;Cust #TW0000461O;-;15.486
Plant #JA200000I;Junction #YN00009P;Service #NX000058G;-;7.89
Plant #JA200000I;Service #ZC000014H;Cust #GP0000553F;-;9.71
Plant #JA200000I;Service #RR000012E;Cust #AF0000480N;-;8.846
Plant #JA200000I;Junction #SE00010S;Service #DP000109X;-;4.236
Plant #JA200000I;Service #WG000043P;Cust #TU0001682N;-;16.718
Unit #NM000000T;Service #YM000001B;Cust #NR0000013Q;-;9.07
Plant #JA200000I;Service #QW000030H;Cust #TV0001216M;-;9.122
Unit #NM000000T;Service #YM000001B;Cust #EF0000055Q;-;9.332
Plant #JA200000I;Service #GH000017K;Cust #DF0000678U;-;17.946
Plant #JA200000I;Service #MJ000016B;Cust #RC0000593C;-;8.585
Plant #JA200000I;Service #TI000055L;Cust #AF0002128F;-;7.103
Plant #JA200000I;Service #KR000006F;Cust #XR0000226E;-;18.458
Plant #JA200000I;Service #TI000055L;Cust #EH0002125B;-;9.193
Plant #JA200000I;Service #AI000047N;Cust #GI0001829F;-;9.718
Plant #JA200000I;Service #GH000017K;Cust #UI0000691I;-;15.588
Plant #JA200000I;Service #ZB000021C;Cust #IA0000836J;-;8.449
Plant #JA200000I;Junction #MM00003K;Service #II000004U;-;3.46
Unit #NM000000T;Service #YM000001B;Cust #JQ0000026T;-;6.784
Plant #JA200000I;Service #TI000055L;Cust #PA0002121E;-;8.741
Plant #JA200000I;Service #WG000043P;Cust #ZN0001702G;-;6.344
Plant #JA200000I;Service #CG000095I;Cust #OI0003710X;-;6.932
Plant #JA200000I;Service #BM000032U;Cust #CS0001258H;-;7.108
Plant #JA200000I;Junction #SE00010S;Service #YO000093H;-;3.926
Plant #JA200000I;Service #AI000047N;Cust #RP0001841R;-;7.211
Plant #JA200000I;Service #CG000104Z;Cust #BC0004038L;-;16.306
Unit #NM000000T;Service #YM000001B;Cust #DW0000061V;-;8.163
Plant #JA200000I;Service #TI000055L;Cust #XE0002088F;-;15.182
Plant #JA200000I;Service #LM000036P;Cust #XB0001472F;-;9.09
Plant #JA200000I;Service #BM000032U;Cust #TU0001265Y;-;8.577
Unit #NM000000T;Service #YM000001B;Cust #VG0000006Z;-;8.167
